"37i9dQZF1DWUBSyNvqfKld","DEAS' track IDs","<a href=""spotify:artist:3sgVVFFM7mom04OAR0eNCL"">DEAS</a>'s favorite tracks. Updated regularly. Curated by DEAS. Discover more track IDs playlists <a href=""spotify:genre:track_id"">here</a>.
","https://i.scdn.co/image/ab67706f00000003f714b00556e9070b1f8ead39","spotify","Spotify","user"
"37i9dQZF1DWUORUyb9eLKN","Qrion's DJ Mix","Emerging DJ & producer <a href=""spotify:artist:0bGDTQ78MVgI5Snqo9KJZw"">Qrion</a> demonstrates her talent with an emotive and mellifluous mix.","https://i.scdn.co/image/ab67706f000000037ce92fc96d7fba91957bf02b","spotify","Spotify","user"
"37i9dQZF1DWUaEbKBollAD","Giorgia Angiuli's track IDs","<a href=""spotify:artist:4iHnLagnnmgiIwMSm1wuTq"">Giorgia Angiuli</a>'s favorite tracks. Updated regularly. Curated by Giorgia Angiuli. More track IDs <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f000000037ce4ecd8b6cc0908841147fd","spotify","Spotify","user"
"37i9dQZF1DWUbKXPE8a2j2","Mark Knight's DJ Mix","Toolroom's head honcho <a href=spotify:artist:3h11MHQeCrcsUgRRijI1zL"">Mark Knight</a> delivers a driving house mix that will get you groovin'","https://i.scdn.co/image/ab67706f000000038d689cae948b58ae3307dd8e","spotify","Spotify","user"
"37i9dQZF1DWUbycBFSWTh7","Deephouse Delight","Deephouse in the mix for your delight.","https://i.scdn.co/image/ab67706f00000003e4a3f34aa23f7d60908ba5ae","spotify","Spotify","user"
"37i9dQZF1DWUraJYejk11q","Genre Glitch","Instrumental bliss beyond genre classification.","https://i.scdn.co/image/ab67706f000000034abf08ffea59d07bfdbc9e1d","spotify","Spotify","user"
"37i9dQZF1DWUsPVhZLVT7i","Grum's DJ Mix","The Scottish DJ and producer <a href=""spotify:artist:3VEqFWRt47xQAZJMBF3duQ"">Grum</a> shares an intricate mix showcase some of his latest productions. ","https://i.scdn.co/image/ab67706f00000003eb742f6029fc7123afe81ac6","spotify","Spotify","user"
"37i9dQZF1DWV0gynK7G6pD","Classical New Releases","Updated every Friday with the very best classical new releases. Cover: Eric Whitacre","https://i.scdn.co/image/ab67706f00000003cb7ae35b8768cc2ae31d0f95","spotify","Spotify","user"
"37i9dQZF1DWV1OrS6TwOVZ","Folamour's DJ Mix","The musically talented <a href="""">Folamour</a> shares a feel good, groovy mix that will surely lift your spirits!","https://i.scdn.co/image/ab67706f0000000320429f7c06fc808ba3dae3d5","spotify","Spotify","user"
"37i9dQZF1DWVCHIm2MEeIy","Electronic Circus","Time to rave again. ","https://i.scdn.co/image/ab67706f00000003dc1520d65be2826e4303d807","spotify","Spotify","user"
"37i9dQZF1DWVFhnU8yozBd","Sofia Kourtesis track IDs","<a href=""spotify:artist:7wXTWO45lqpUejDkike0Gf"">Sofia Kourtesis</a>'s favorite tracks. Updated regularly. Curated by Sofia Kourtesis. Discover more track IDs playlists <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f00000003c4052b5e2e968fb391880263","spotify","Spotify","user"
"37i9dQZF1DWVP2LZyJjTuU","AVIRA's DJ Mix","Melodic Techno & Dance Lover  <a href=""spotify:artist:7rznn3BVOuA5jyPB275jmS"">AVIRA</a> join us this week with an enchanting mix.","https://i.scdn.co/image/ab67706f000000033d3461bec8cacc3f1ab04fb2","spotify","Spotify","user"
"37i9dQZF1DWVPkU1Q0FTEV","Fatima Hajji's track IDs","<a href=""spotify:artist:6jZSXmTCxZhFfYELtp78Ci"">Fatima Hajji</a>'s favorite tracks. Updated regularly. Discover more track IDs playlists <a href=""spotify:genre:track_id"">here</a>

","https://i.scdn.co/image/ab67706f00000003a9eb87859000004c9b4f8f7b","spotify","Spotify","user"
"37i9dQZF1DWVXNkY9grbsT","Electronic X","Genre-defying artists pushing boundaries in electronic ambient music. Cover: JakoJako","https://i.scdn.co/image/ab67706f000000038912ff7631c65a1d4b20d764","spotify","Spotify","user"
"37i9dQZF1DWVY4eLfA3XFQ","Operator","Tech house technicians, featuring Noizu & Westend","https://i.scdn.co/image/ab67706f00000003d8cc0851470191f224b6257b","spotify","Spotify","user"
"37i9dQZF1DWVbu3wLXA48X","Indie Shuffle","Current indie tunes from Asia and around the world. Cover: Gorillaz","https://i.scdn.co/image/ab67706f000000031db41dee5246dbb9c9fad4c8","spotify","Spotify","user"
"37i9dQZF1DWVfaWXjwoSGX","kryptogram's DJ Mix","Emerging Chicago-based producer & DJ <a href=""spotify:artist:184mGxeseZkY2w05Nr4Tui"">kryptogram</a> shares his impressive cratedigging skills in his mix.","https://i.scdn.co/image/ab67706f00000003d2b4aea299caa7c8200a6f28","spotify","Spotify","user"
"37i9dQZF1DWVizZkmthjWQ","Anja Schneider's track IDs","<a href=""spotify:artist:0f14r70OISSfJoyqYaHbgV"">Anja Schneider</a>'s favorite tracks. Updated regularly. Curated by Anja Schneider. Discover more track IDs playlists <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f0000000322e482af926638fcaacfc2b4","spotify","Spotify","user"
"37i9dQZF1DWVqJMsgEN0F4","Alt NOW","Portugal. The Man along with the top Alternative songs of today.","https://i.scdn.co/image/ab67706f0000000330e01b5be60f4e57a5dafe06","spotify","Spotify","user"
"37i9dQZF1DWVrtsSlLKzro","Sad Beats","<a href=""spotify:genre:edm_dance"">electronic</a> melancholy < / 3","https://i.scdn.co/image/ab67706f0000000390954451308db71d0e43a9fa","spotify","Spotify","user"
"37i9dQZF1DWVsUAwZHD4MI","Shygirl's track IDs","<a href=""spotify:artist:3M3wTTCDwicRubwMyHyEDy""> Shygirl</a>'s favorite tracks. Updated regularly. Curated by Shygirl. Discover more track IDs playlists <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f000000037d12f18f3f605986d4f7b028","spotify","Spotify","user"
"37i9dQZF1DWVtHcSjp0LID","Deep Study","Deep beats to study to.","https://i.scdn.co/image/ab67706f000000036e9e12914e2dd3015a6b9455","spotify","Spotify","user"
"37i9dQZF1DWW2c0C8Vb2IR","All New Jazz","All new, all jazz. Cover: The JuJu Exchange","https://i.scdn.co/image/ab67706f0000000318a78bc179d6273bd3a53151","spotify","Spotify","user"
"37i9dQZF1DWW668oFRU96k","Electro Mix","A selection of new, quality electro sounds from your favorite EDM acts! Cover: Steve Aoki x Galantis x Hayley Kiyoko","https://i.scdn.co/image/ab67706f0000000303b22a1a52259e06f2c30e13","spotify","Spotify","user"
"37i9dQZF1DWW9AqVvhy1Jb","Miss Kittin's track IDs","<a href=""spotify:artist:3QhNv79NoIvarU6N57GBzL"">Miss Kittin</a>'s favourite tracks. Updated regularly. Curated by Miss Kittin. More track IDs <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f00000003c383ec4105459b1b3f26c6f0","spotify","Spotify","user"
"37i9dQZF1DWWQRwui0ExPn","lofi beats","The chillest beats to help you relax, study, code, and focus.","https://i.scdn.co/image/ab67706f00000003abaf6c3c6a4b29f8a4565a86","spotify","Spotify","user"
"37i9dQZF1DWWY64wDtewQt","phonk","the beat of your drift","https://i.scdn.co/image/ab67706f00000003a1d3de8e9183170f494634cf","spotify","Spotify","user"
"37i9dQZF1DWWbEGrb2ydWx","Logic1000's track IDs","<a href=""spotify:artist:2EFsfh1zewsSWhDINv7j1I"">Logic1000's </a> favourite tracks.  Updated regularly. Curated by Logic1000. More track IDs <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f000000035bf4ceb8856a3e9f98f97778","spotify","Spotify","user"
